uuid,old_name,new_name,type
6007252c-e626-315b-8fee-f0f11cd134a0,"LCD glass, at plant",LCD glass; at plant,flow
8b2fc5f4-6f6a-36b0-a19d-0821eeecb3c0,"Transport, passenger, aircraft ",Transport; passenger; aircraft,flow
eb72a9da-e69a-3658-939f-1c65a8a64b59,"Pulp, refiner market, bleached, average production, at mill","Pulp; refiner market, bleached; at mill",flow
b11f85df-a66d-3fb7-ba09-b9906eeddbba,"Potassium nitrate, as K2O, at regional storehouse","Potassium nitrate, K2O; at regional storehouse",flow
29249dc2-6692-3d13-97a8-4369125e8156,"TEA gas, at plant",Tea gas; at plant,flow
a6ccb046-1c77-354c-bb64-01a98d416011,Chemicals (unspecified),Chemicals; unspecified,flow
0ef88894-a6b7-415d-88cd-9aefdd14fc3a,"Steel; pickled hot rolled coil, at plant",Steel; pickled hot rolled coil; at plant,flow
91f5f6a2-c435-36ba-9adf-64512fcff252,"Chemicals inorganic, at plant",Chemicals inorganic; at plant,flow
34c667b0-32aa-35bc-9fd2-69efeed98870,"Aluminum, liquid, at plant",Aluminum; liquid; at plant,flow
e58127e8-c6f1-3556-a684-4df1637d0616,Steel cast part (machined),Steel cast part; machined,flow
8a30dacb-2670-3e16-81b3-e80e4ea82e98,"Electricity, fossil, unspecified, at power plant","Electricity; fossil, unspecified; at power plant",flow
83f59491-2195-3f40-a111-15459445aa9c,"Recycled postconsumer polyethylene terephthalate, PET, flake","Recycled postconsumer polyethylene teraphthalate, rPET; flake",flow
cb12fdc5-2c86-47a9-8ef7-cd54c1964bf9,"Disposal, unspecified ashes, to unspecified land application","Disposal, corrugate packaging; to unspecified treatment",flow
0111f63c-fb44-3a4d-bbcc-1d3db26b0d4f,"Gypsum wallboard product, type X, 0.625 inch (15.875 mm)","Gypsum wallboard product; type X, 0.625 inch, 15.875 mm",flow
855b58f5-89b6-3b25-b33e-59454a0adbaa,"Transport, single unit truck, short-haul, electricity powered","Transport; single unit truck, short-haul; electricity powered",flow
2766f5e7-9d42-36cb-8a03-11aa4f7ecd3a,"Corn grain, at conversion plant",Corn grain; at conversion plant,flow
dcb34c9b-2519-3942-af74-446eb6885972,"Injection molding, rigid LLDPE part, at plant",Injection molding; rigid LLDPE part; at plant,flow
897a3e0c-8216-4b7f-a9f1-5247e2796efc,"Waste, other solid, combusted in industrial boiler","Waste, other solid; combusted in industrial boiler",flow
c2005eb9-dc83-37da-9ffd-3c770195a065,"Isoproponal, liquid",Isoproponal; liquid,flow
1300e0a5-33d2-3f3d-8815-a8934c4fb061,Pulpwood; hardwood; average; High Intensity Management,"Pulpwood, hardwood; average, high intensity management",flow
d9bf3edd-f335-31d0-bfcd-5922662ecfae,"Flat glass, coated, at plant",Flat glass; coated; at plant,flow
86ca4ddf-af46-3676-b254-d025303e1810,"Tillage, cultivating, chiselling","Tillage; cultivating, chiselling",flow
c99244fc-abe3-3836-9d0c-ce0872f79975,"Transport, refuse truck, diesel powered",Transport; refuse truck; diesel powered,flow
2495d2c0-046a-329b-9065-a48ab545a9ae,"Scanner, department, i5200v, i5600v","Scanner, department; i5200v, i5600v",flow
2b7f3572-b712-4ed6-8f6e-8a1366a27fa3,"Disposal, unspecified ashes, to unspecified beneficial use","Disposal, unspecified ashes; to unspecified beneficial use",flow
77b15cd4-4d36-3f26-8c86-fc10c1e8c6f5,"Liquid storage tank, chemicals, organics",Liquid storage tank; chemicals; organics,flow
8bb065f1-654b-3f5c-b9cf-2d66d92e8c19,"Soy biodiesel, production, at plant",Soy biodiesel; at plant,flow
2656bfd3-ed3c-3fb8-ab93-6597836a463b,"Ethanol, denatured, forest residues, thermochem","Ethanol; denatured, forest residues, thermochem",flow
0ad02910-742a-31a0-a960-415b61e5fe71,"Metallurgical coke, at plant",Metallurgical coke; at plant,flow
a5bc9414-9680-3334-a74a-7e833f576ed9,"Wheat straw, at conversion plant",Wheat straw; at conversion plant,flow
8d6a5bef-cf02-4ab8-96f1-747b791d35e4,"Disposal, chemical waste, unspecified, to residual material landfill","Disposal, wood waste; to unspecified treatment",flow
ee45a5e2-4278-3874-8c99-2fee9a994541,"Recycled biohazard waste, unspecified",Recycled biohazard waste; unspecified,flow
80e2a33d-c18f-36b9-8437-34696f075df9,Bark; hardwood; average; High Intensity Management,"Bark; hardwood, average; high intensity management",flow
36681746-bdeb-41ea-a8cb-c611c349d2ec,"Disposal, BOF dust, to unspecified treatment","Disposal, BOF dust; to unspecified treatment",flow
0f2bfe0f-76ff-36cb-bc35-abca9c747602,"Magnesium oxide, at plant",Magnesium oxide; at plant,flow
e788cf0b-9dbd-341c-9ab2-5a80db504bc0,"Polyol ether, for rigid foam polyurethane production, at plant",Polyol ether; for rigid foam polyurethane production; at plant,flow
47c15639-bc26-4223-83ce-073a88215439,"Glass fiber, reinforced polymer, ground","Glass fiber, reinforced polymer; ground",flow
519475f7-816a-32b0-aec2-bf0091d36bed,"Mixed deposit containers, at source",Mixed deposit containers; at source,flow
55aab448-0f47-3a51-a026-39597c4c7950,"Ductile Iron Pipe, 35""","Ductile iron pipe; 35""",flow
9426eeef-6cf8-302a-96f1-9ee35bc1307e,"Gelcoat, UPR & styrene-based, at plant",Gelcoat; UPR and styrene-based; at plant,flow
c3a414cf-44c3-409b-8481-7c0fafdb225c,"Disposal, solid waste, to incineration without energy recovery","Disposal, solid waste; to incineration without energy recovery",flow
ca68f730-e81a-4044-805f-9347c5c2530d,"Scanner, department, S3120 Max, S3140 Max","Scanner, department; S3120 Max, S3140 Max",flow
00b5c8b4-682d-3000-a2df-246e333f6344,"Enzyme, Alpha-amylase, Novozyme Liquozyme","Enzyme; alpha-amylase, novozyme liquozyme",flow
7c19bebc-8bea-4836-b87e-09241b115b4b,"Sodium hydrogen sulfite, 40% in solution",Sodium hydrogen sulfite; 40% in solution,flow
49e14705-aae9-4051-899e-1ed4946f97f0,"Disposal, radioactive waste, unspecified hazardous waste treatment","Disposal, solid waste to incineration without energy recovery",flow
c8b4edca-9b7b-3006-b1cc-7a370c958544,"Transport, transit bus, CNG powered",Transport; transit bus; compressed natural gas powered,flow
1aabd093-f607-4a85-a82e-f552adc710b3,"Disposal, packaging-biocide carboys (HDPE), to sanitary landfill","Disposal, packaging-biocide carboys (HDPE); to sanitary landfill",flow
c2de65aa-af44-37e3-913b-e91b6df1ff4a,"Filler, synthetic, at plant",Filler; synthetic; at plant,flow
5eac1623-b102-36ea-9601-17271ddda1f8,"Polylactide, PLA, biopolymer resin, at plant","Polylactide, PLA; biopolymer resin; at plant",flow
d0abd58d-6344-3c1d-86eb-7fe98ca69a4a,"Explosives, at plant",Explosives; at plant,flow
91957682-4156-4002-b277-0e02159d2965,"Steam, at plant",Steam; at plant,flow
df346863-dba8-49d0-8df8-50897a05b88f,"Disposal, petroleum based wastes, unspecified, to sanitary landfill","Disposal, petroleum based wastes; unspecified; to sanitary landfill",flow
b5a73b5f-248e-3e8b-af16-4e7c1ae25354,"Power adapter, for laptop, at plant",Power adapter; for laptop; at plant,flow
d2a6a76d-00d2-3fba-bb51-83551fccbe97,Injection moulding,Injection molding,flow
1f8a25cb-2a84-45ca-b418-1b6ab9c38c2c,"Steel; cold rolled coil, at plant",Steel; cold rolled coil; at plant,flow
138ecd2f-9b62-4bc5-a9ec-a6b29f948d79,"Disposal, hard coal ash, 0% water, to residual material landfill","Disposal, hard coal ash; 0% water; to residual material landfill",flow
c9f5f8ae-b825-3d57-9b78-b071fa0dad8c,"Compressed natural gas, at plant",Compressed natural gas; at plant,flow
cc3c0e1a-8425-3bd9-ad9a-d4fc62032589,"Packaging, production scanners",Packaging; production scanners,flow
c67167ab-d2b5-4f5d-86bc-abbbb767df53,"Post-consumer fiber old corrugated cardboard, OCC, recovered and sorted; at material recovery facility (MRF)","Post-consumer fiber old corrugated cardboard, OCC, recovered and sorted; at material recovery facility, MRF",flow
5daa7534-c26f-3aee-9d3e-58d6cf0729bf,"Aluminum scrap, automotive",Aluminum scrap; automotive,flow
34e560b1-5686-32f7-9dd3-e1dc8d9bbc46,"Aluminum, cast, lost foam, at plant",Aluminum cast; lost foam; at plant,flow
74356e02-04c1-3e2f-afd0-b5f234bc5f14,"Solid manure loading and spreading, by hydraulic loader and spreader",Solid manure loading and spreading; by hydraulic loader and spreader,flow
13d77da3-d8ff-3842-a905-fe55e0f22d30,"Filter bags, at plant",Filter bags; at plant,flow
575688eb-e507-4bf7-8d90-c9156be12335,"Disposal, sludge, containing manganese compounds, to sanitary landfill","Disposal, sludge containing manganese compounds; to sanitary landfill",flow
1f0bd7aa-6cb7-3b9d-86a5-ef1b7668e8aa,"Mixed recyclables, for material recycling facility (MRF)","Mixed recyclables; for material recycling facility, MRF",flow
562a4c30-29da-3584-9c76-cc11ff271681,"Glue-adhesive(30-50% terpene,30-50% polybutene,5-10% polyolefin), at plant","Glue-adhesive; 30-50% terpene, 30-50% polybutene, 5-10% polyolefin; at plant",flow
a98db096-441e-4783-900f-b6693ecde0c9,"Disposal, hazardous waste, to incineration with energy recovery","Disposal, hazardous waste; to incineration with energy recovery",flow
50823733-e9a7-3485-9248-d44dfc5dcd96,"Soy-based resin, at plant",Soy-based resin; at plant,flow
77cf59e0-e012-302f-bf8e-7a38d4fc8f21,"Steel product manufacturing, average metal working",Steel product manufacturing; average metal working,flow
34c5d9a7-8301-3088-9f4f-ee200cdccdf3,"EPS insulation board, at plant",EPS insulation board; at plant,flow
055e3f80-da33-3f27-be5f-8d0c59872b9a,"Oxygen, liquid, at plant",Oxygen; liquid; at plant,flow
fc1ee789-e922-3e7c-bbab-7a8ba489aea7,"Aluminum, cast, precision sand casting",Aluminum cast; precision sand casting,flow
6238e764-0f42-36dd-accf-04d0eea40a0c,"Recycled construction debris, unspecified",Recycled construction debris; unspecified,flow
3671e08b-0f5d-423e-9805-3cbd3f7b909a,"Petroleum refined, to material use, at refinery",Petroleum refined; to material use; at refinery,flow
81040c58-d108-3d5e-8b1a-06c2126da24a,"Fertilising, by broadcaster",Fertilising; by broadcaster,flow
c7ce021b-64c1-3842-8913-4dd2f69350c4,"Process wastewater, to municipal wastewater treatment",Process wastewater; to municipal wastewater treatment,flow
ff264df2-256b-4dd9-b23f-3b3e0fb74d75,"Concrete, landfilled",Concrete; landfilled,flow
09b494b5-eb57-4844-aec5-f87160089e0d,"Disposal, wood ash mixture, pure, 0% water, to sanitary landfill","Disposal, other solid waste from plant; to uns. landfill",flow
42ae5c68-7cb4-4874-9cdf-aecf1d1560f4,"Disposal, non-hazardous waste, to landfill","Disposal, other solid waste from plant; to uns. incinerator",flow
201cec3b-525b-41cb-866a-dfd20846b531,"Disposal, wastewater treatment plant residuals, to uns. landfill","Disposal, wastewater treatment plant residuals; to unspecified landfill",flow
58f93b9c-06ea-3950-ab04-e082d35472b5,Ammonium sulfate 30% solids,Ammonium sulfate; 30% solids,flow
e2892617-57cb-375b-87c2-ac37fdff4109,"Silica sand, at mine",Silica sand; at mine,flow
a463ae80-01cc-37b1-b578-d6b37570a900,"Ductile Iron Pipe, 72""","Ductile iron pipe; 72""",flow
13d018fb-f51a-3875-8cf9-2d9a27eb9b9c,"Process-specific burdens, residual material landfill",Process-specific burdens; residual material landfill,flow
761145b7-3abe-48a5-a426-da5da6c36674,"Aluminium sulfate, powder",Aluminium sulfate; powder,flow
aee5ff26-4c8f-32ab-94fa-4f74331f7dc1,"Concrete Pipe, 8""","Concrete pipe; 8""",flow
afca9aff-d083-48a0-b180-a6c49ef1d9ee,"Disposal, brine sludge, to unspecified treatment","Disposal, brine sludge; to unspecified treatment",flow
2a1cebdb-28d0-4602-8530-244700b2d359,"Disposal, chemical waste, unspecified, to unspecified treatment","Disposal, anthracite coal combustion byproducts; to unspecified reuse",flow
c0e21190-462d-3466-b90f-a32b241a70f4,"Recycled postconsumer high-density polyethylene, HDPE, pellet","Recycled postconsumer high-density polyethylene, HDPE; pellet",flow
1001ec37-92aa-476b-b7da-ef7ca70e4f50,"Disposal, corrugate packaging, to unspecified treatment","Disposal, industrial solid waste",flow
5dd01225-d6ea-3f7d-89a7-0e169537ab83,"Ductile Iron Pipe, 54""","Ductile iron pipe; 54""",flow
0c83dd4c-183a-3cae-8603-784d0f8c33c4,"Aluminum oxide sealer, 100% solids",Aluminum oxide sealer; 100% solids,flow
f585ef64-edcf-3536-a869-318dfb9def9c,"indium, at regional storage",Indium; at regional storage,flow
f33bee76-de28-3da6-a2a4-e0e66675c7da,"Recycled baghouse dust, unspecified",Recycled baghouse dust; unspecified,flow
e54aad4c-4919-45ca-88f0-0ed58faf1228,"Disposal, carbon black, to wastewater treatment","Disposal, carbon black; to wastewater treatment",flow
1475f6cd-7fae-31d2-ab63-3b93b84c5b08,"Metal product manufacturing, average metal working",Metal product manufacturing; average metal working,flow
0d2cd48c-88a6-459c-964d-de2570850ccc,"Disposal, radioactive tailings",Disposal; radioactive tailings,flow
03f7870f-062a-3dd1-b3ec-1566c69918b8,"Fly ash, unspecified origin",Fly ash; unspecified origin,flow
4069483a-8d94-3b6b-81be-5f0a249b74f4,"Transport, barge, average fuel mix",Transport; barge; average fuel mix,flow
c32cdfef-1136-4af8-945b-32dd954c7278,"Acrylonitrile-butadiene-styrene, ABS, copolymer resin, at plant","Acrylonitrile-butadiene-styrene, ABS; copolymer resin; at plant",flow
9042b7bf-c63d-31be-a01d-b48666f74e59,"Ductile Iron Pipe, 20""","Ductile iron pipe; 20""",flow
b9b48819-4f4c-3518-92c0-33591198c46c,"Dried roughage store, non ventilated",Dried roughage store; non ventilated,flow
a8175010-07c7-3b6d-8674-3dcd11d9408d,"Sodium aluminate, cellulosic fiberboard",Sodium aluminate; cellulosic fiberboard,flow
7f49cac3-84a7-345a-abaa-c3671a78c38f,"Ethanol, denatured, corn stover, biochemical","Ethanol; denatured, corn stover, biochemical",flow
d6a1af95-3553-3981-8c5b-499fce66a0a7,"Pyretroid-compounds, at regional storehouse",Pyretroid-compounds; at regional storehouse,flow
41361da6-313c-3621-bbe6-3a792f3dab6b,"Transport, combination truck, short-haul, gasoline powered","Transport; combination truck, short-haul; gasoline powered",flow
68c4b3e8-492b-3327-b39f-53005c9f235a,"Energy, output, from gasoline","Energy; output, from gasoline",flow
ee2eb59d-5838-3eff-abff-8f7cf8834d04,"Disodium octaborate tetrahydrate (DOT), at plant","Disodium octaborate tetrahydrate, DOT; at plant",flow
b0533308-3c5a-3a1a-a8e6-4a310e2084bf,"Injection molding, rigid polypropylene part, at plant",Injection molding; rigid polypropylene part; at plant,flow
1e1ff2f7-714d-3cd0-8d4a-a6bee4e587e3,"Polycarboxylates, 40% active substance, at plant",Polycarboxylates; 40% active substance; at plant,flow
d2507cdc-1803-3617-95ca-ab9bd56d7013,"Citric Acid, at plant",Citric acid; at plant,flow
a0fb699f-0085-3ad2-99bf-e4ea891e61ba,"Aluminum, primary, ingot, at plant",Aluminum primary ingot; at plant,flow
ec1bf0d1-ff71-4960-aa0f-9fc87c14f972,"Ethylene, at plant, kg",Ethylene; at plant,flow
cf8a98c5-aa26-3276-9e95-09baf279e190,"Transport, passenger car, gasoline powered",Transport; passenger car; gasoline powered,flow
db125d1b-6993-3390-a88b-c038c542c054,"Flat glass, uncoated - GLO",Flat glass; uncoated,flow
61bb54c5-63bd-48dc-8625-4660cde8aee9,"Tailings, stockpiled, steelmaking, on-site, for unspecified beneficial use","Tailings; stockpiled, steelmaking, for unspecified beneficial use; on-site",flow
579049d0-3db8-4496-a234-2f61ed28a72b,"extrusion, plastic film",Extrusion; plastic film,flow
7a7a05c9-7521-349b-a275-ab8d1a68fb91,"Mowing, by rotary mower",Mowing; by rotary mower,flow
fae72a31-4c2a-4b52-93e4-5531d1946999,"Disposal, sludge, containing phosphorous, to sanitary landfill","Disposal, sludge containing phosphorous; to sanitary landfill",flow
86b3dfe0-cad5-46c9-971f-630d2e0b45bd,"Pitch despergents, in paper production",Pitch despergents; in paper production,flow
374cc7a3-8288-3414-81b1-cb7af5f8d34d,"Acetone from butane, at plant",Acetone from butane; at plant,flow
63eac414-b4bb-3e50-b3a0-f85e2b3ba3b3,"Phenol resorcinol formaldehyde hardener, at plant",Phenol resorcinol formaldehyde hardener; at plant,flow
988eeef3-5ce6-4acb-878c-4d60dfcea53f,"Lithium hydroxide monohydrate, at plant",Lithium hydroxide monohydrate; at plant,flow
343b73e7-27f3-3f11-a29c-f8e95ffe460f,"Ductile Iron Pipe, 44""","Ductile iron pipe; 44""",flow
33eb6a88-a7af-3d11-bb41-81083c4f2ac1,"Curing agent, at plant",Curing agent; at plant,flow
27eb16da-5cbe-393a-a616-1022c15a8d72,"Hexane, at plant",Hexane; at plant,flow
6dd72fbb-80ed-3c19-9a25-4a7d6d7534c1,"Ethanol, 85%, disepensed, at pump","Ethanol; 85%, dispensed; at pump",flow
462dcd9f-0a6f-49ff-9705-d7f34ccdd388,"Disposal, benzene, 1,2,4-trimethyl-, to sanitary landfill","Disposal, benzene; 1;2;4-trimethyl-; to sanitary landfill",flow
337008ae-404c-3c8a-98de-428b3abb5741,"Water-based stain, 20% solids",Water-based stain; 20% solids,flow
6cd7185d-a925-4f63-95ae-541cb44ec17c,"Disposal, wood waste, to residual material landfill","Disposal, wood waste; to residual material landfill",flow
0925e27b-37eb-38b6-8710-314211416cc2,"Transport, light commercial truck, electricity powered",Transport; light commercial truck; electricity powered,flow
d9ff9e8c-6262-413a-9ff6-6f11ba905e27,"Disposal, high radioactive waste",Disposal; high radioactive waste,flow
a595c5ab-6af0-4b03-a64d-90a34d89f2d5,"Disposal, unspecified ashes, to unspecified landfill","Disposal, unspecified ashes; to unspecified landfill",flow
74e78477-e78f-448a-b6d6-490eec6142ff,"Disposal, packaging, unspecified treatment","Disposal, chemical waste; to unspecified treatment",flow
bc8e6793-7071-3c12-bac4-bb5adcb44f79,"Nitrogen, liquid, at plant",Nitrogen; liquid; at plant,flow
cbaecbbe-18c7-3a4a-8d64-514e799fd1e7,"Acetone, liquid",Acetone; liquid,flow
8517bbb8-f754-3ad5-bace-edaa0743b9ff,"Cotton straw, at field",Cotton straw; at field,flow
414990c2-6fa8-385d-bb1d-afa84566d33a,Post; softwood; CCA treated,"Post; softwood, CCA treated",flow
00de148e-2b26-385c-8ddb-7adb76d6bf61,"Palm kernel oil, processed, at plant",Palm kernel oil; processed; at plant,flow
0c271dfc-bbe6-33a3-b79c-5a9d20a22a7b,"Turpentine, at uncoated mechanical paper mill",Turpentine; at uncoated mechanical paper mill,flow
d6bfc1d8-069b-3604-9685-9ed45c6dfce4,"Corn wet milling, operations, AP-42",Corn wet milling; operations,flow
24b0bf55-7d49-3922-ab42-6d3fd734067f,"Pulpwood, softwood, average, at forest road",Pulpwood; softwood; average; at forest road,flow
7f72d860-0e4a-3686-a262-7c045b862d37,"Medium density fiberboard (MDF), at MDF mill","Medium density fiberboard, MDF; at MDF mill",flow
341b4c31-8b79-3d2c-9b99-21e74a8ab3cf,"Fuels, burned at uncoated mechanical paper, average production, at mill",Fuels; burned at uncoated mechanical paper; at mill,flow
