uuid,old_name,new_name,type
5ba6a086-dc74-3b94-918e-f09e9e8a6aae,"Transport, transit bus, diesel powered, Central","Transport, transit bus; diesel powered; Central",process
5338cf67-3f06-3a0f-81ab-1f7ee8d449f7,"Transport, transit bus, diesel powered, Alaska","Transport, transit bus; diesel powered; Alaska",process
0bc23cda-623c-347a-acf8-a530f22a9a1d,"Transport, transit bus, diesel powered, East North Central","Transport, transit bus; diesel powered; East North Central",process
f002e825-5cb6-3949-be51-863c7fe5d5da,"Wheat straw, at conversion plant, 2022",Wheat straw; at conversion plant,process
9109d57c-8234-3569-a2e6-0e4671b524d9,"Corn grain, at conversion plant, 2022",Corn grain; at conversion plant,process
8ccbedef-d726-3fae-a848-a6d41aeab5a4,"Corn stover, at conversion plant, 2022",Corn stover; at conversion plant,process
4c6f7612-c4b8-36d1-803a-8fb067b1b319,"Switchgrass, at conversion plant, 2022",Switchgrass; at conversion plant,process
2753c5de-221b-369a-84de-689d354b8b2d,"Forest residue, preprocessed, at conversion facility",Forest residue; preprocessed; at conversion facility,process
ffc91f16-4a7a-3b17-9a57-0c1308a68bfd,"Transport, single unit truck, long-haul, compressed natural gas powered","Transport, single unit truck; long-haul; compressed natural gas powered",process
fecba951-c031-36f7-abe3-007dd58adbf5,"Transport, combination truck, short-haul, diesel powered, East North Central","Transport, combination truck; short-haul; diesel powered; East North Central",process
feaa7205-c1f4-3d8c-af05-562781ef8eb6,"Transport, light commercial truck, E85 powered, West","Transport, light commercial truck; E85 powered; West",process
fe76f3c7-32dc-3b08-8f7e-181410fa9a7b,"Transport, combination truck, electricity powered, Northeast","Transport, combination truck; electricity powered; Northeast",process
fe497d56-db73-3867-9356-ac5631405ab1,"Transport, combination truck, short-haul, diesel powered, South","Transport, combination truck; short-haul; diesel powered; South",process
fd86b97d-1190-35fb-b3a6-61a4e290eedf,"Transport, combination truck, long-haul, electricity powered, Central","Transport, combination truck; long-haul; electricity powered; Central",process
fcc53e1b-80ea-3c3b-8fcc-410cd543e2c7,"Transport, light commercial truck, gasoline powered, Central","Transport, light commercial truck; gasoline powered; Central",process
fbeb58e6-91cc-3613-bed4-7cfb9494b943,"Transport, light commercial truck, electricity powered, Hawaii","Transport, light commercial truck; electricity powered; Hawaii",process
f981613a-477d-3be8-9285-9e4779d1e0e8,"Transport, combination truck, diesel powered, West","Transport, combination truck; diesel powered; West",process
f9724a57-14c5-3616-acff-f30ebb4346f0,"Transport, single unit truck, compressed natural gas powered, West","Transport, single unit truck; compressed natural gas powered; West",process
f91293a0-2164-34d5-a851-a15c2599c224,"Transport, combination truck, short-haul, compressed natural gas powered","Transport, combination truck; short-haul; compressed natural gas powered",process
f80c4468-4680-3bc9-9025-895d32394310,"Transport, combination truck, long-haul, electricity powered, Southwest","Transport, combination truck; long-haul; electricity powered; Southwest",process
f6cac940-4ce5-3c3c-8393-66ad74b185c9,"Transport, combination truck, short-haul, diesel powered, Southeast","Transport, combination truck; short-haul; diesel powered; Southeast",process
f5bb9b3a-c502-3520-990a-11108f0b44c8,"Transport, combination truck, electricity powered, West","Transport, combination truck; electricity powered; West",process
f511dd33-5e4b-37d2-b9a5-959d5f2aaf09,"Transport, light commercial truck, electricity powered, Northeast","Transport, light commercial truck; electricity powered; Northeast",process
f311e6ec-ec13-388f-ac9f-4ed0731725c8,"Transport, single unit truck, short-haul, gasoline powered, Northwest","Transport, single unit truck; short-haul; gasoline powered; Northwest",process
f28b8a1a-0d32-3980-9134-eef6808f70c2,"Transport, light commercial truck, electricity powered, Alaska","Transport, light commercial truck; electricity powered; Alaska",process
f012475f-903b-3e4e-9388-5200abdb7395,"Transport, single unit truck, short-haul, diesel powered, Hawaii","Transport, single unit truck; short-haul; diesel powered; Hawaii",process
ef78fc1f-e1df-3a24-8b43-fa8637c613ec,"Transport, combination truck, long-haul, compressed natural gas powered, East North Central","Transport, combination truck; long-haul; compressed natural gas powered; East North Central",process
ee469cfb-94a8-3469-b8c5-9f203109fb2a,"Transport, combination truck, short-haul, compressed natural gas powered, West","Transport, combination truck; short-haul; compressed natural gas powered; West",process
ee1e77e1-0b07-3a7a-ada9-0b1bef460444,"Transport, light commercial truck, diesel powered, Alaska","Transport, light commercial truck; diesel powered; Alaska",process
ed895b89-119c-337b-996d-f9e68a527d70,"Transport, single unit truck, long-haul, compressed natural gas powered, Southwest","Transport, single unit truck; long-haul; compressed natural gas powered; Southwest",process
ed22c2a6-1beb-3c87-b1c9-36de48fcef0d,"Transport, combination truck, short-haul, compressed natural gas powered, Northwest","Transport, combination truck; short-haul; compressed natural gas powered; Northwest",process
ed1e0fe6-16fb-325a-bcd4-7d40722af57b,"Transport, single unit truck, compressed natural gas powered, West North Central","Transport, single unit truck; compressed natural gas powered; West North Central",process
ebe48764-9fda-3c02-9714-621f353e4484,"Transport, single unit truck, gasoline powered, Alaska","Transport, single unit truck; gasoline powered; Alaska",process
eb2f04c5-84f0-3a1b-acc3-b3b9125d1258,"Transport, single unit truck, short-haul, electricity powered, Central","Transport, single unit truck; short-haul; electricity powered; Central",process
eb180616-8607-3906-9bf7-2d97b4cca501,"Transport, combination truck, long-haul, diesel powered, East North Central","Transport, combination truck; long-haul; diesel powered; East North Central",process
e9d0fe6d-9513-3c53-9b44-fee94c32c4e6,"Transport, combination truck, long-haul, compressed natural gas powered, South","Transport, combination truck; long-haul; compressed natural gas powered; South",process
e873d007-5e2a-3193-ac3e-087539227c4d,"Transport, combination truck, short-haul, diesel powered, West","Transport, combination truck; short-haul; diesel powered; West",process
e7827862-9c3d-3c15-ac17-e1298e632788,"Transport, combination truck, long-haul, diesel powered, Southwest","Transport, combination truck; long-haul; diesel powered; Southwest",process
e418b402-e2ca-3987-a03c-752cb578aa4d,"Transport, single unit truck, long-haul, gasoline powered, Alaska","Transport, single unit truck; long-haul; gasoline powered; Alaska",process
e3ecaa74-5c3b-3faa-b644-63d8cc02d61d,"Transport, combination truck, diesel powered, East North Central","Transport, combination truck; diesel powered; East North Central",process
e1f51df0-510d-3d38-b1aa-421a609a4161,"Transport, combination truck, short-haul, compressed natural gas powered, Southwest","Transport, combination truck; short-haul; compressed natural gas powered; Southwest",process
e1d8cff3-c663-3050-898a-14d552e862f7,"Transport, single unit truck, long-haul, gasoline powered, West North Central","Transport, single unit truck; long-haul; gasoline powered; West North Central",process
e0b52131-01d1-313a-a8cc-844fad67227b,"Transport, combination truck, gasoline powered, West North Central","Transport, combination truck; gasoline powered; West North Central",process
e04288cf-df98-3291-8a98-7becb25a3c72,"Transport, combination truck, short-haul, gasoline powered, Central","Transport, combination truck; short-haul; gasoline powered; Central",process
e0009e43-946e-3bb6-90ea-4885d1206a9f,"Transport, single unit truck, short-haul, diesel powered, West","Transport, single unit truck; short-haul; diesel powered; West",process
de52153b-dd47-3033-b4ec-7e2644b3c8ed,"Transport, combination truck, diesel powered, Hawaii","Transport, combination truck; diesel powered; Hawaii",process
ddb20acf-c476-3399-8419-65e867abe63e,"Transport, combination truck, short-haul, electricity powered, Hawaii","Transport, combination truck; short-haul; electricity powered; Hawaii",process
dce702f1-03a1-3fe9-bb48-94a5217fd8cb,"Transport, combination truck, average fuel mix","Transport, combination truck; average fuel mix",process
dc75854b-3781-3bc3-847f-0aaee18a1281,"Transport, single unit truck, long-haul, electricity powered, Hawaii","Transport, single unit truck; long-haul; electricity powered; Hawaii",process
db7c00e1-bed3-3233-a801-00b700aadeda,"Transport, combination truck, short-haul, diesel powered, West North Central","Transport, combination truck; short-haul; diesel powered; West North Central",process
db3e2e1b-a320-3b77-8d19-fd576b9d942c,"Transport, single unit truck, compressed natural gas powered, Southwest","Transport, single unit truck; compressed natural gas powered; Southwest",process
d99ce4b4-1c64-3345-9109-cc82b8665101,"Transport, single unit truck, short-haul, compressed natural gas powered, Central","Transport, single unit truck; short-haul; compressed natural gas powered; Central",process
d9919764-fed6-3a87-8d64-ba028baf7183,"Transport, light commercial truck, gasoline powered, Southeast","Transport, light commercial truck; gasoline powered; Southeast",process
d9873e27-06d1-3f4d-b1ce-8b5e81052a0d,"Transport, combination truck, electricity powered, East North Central","Transport, combination truck; electricity powered; East North Central",process
d830df5e-0121-309e-a1dc-2e6c14e7fa91,"Transport, single unit truck, short-haul, gasoline powered, Central","Transport, single unit truck; short-haul; gasoline powered; Central",process
d7c148c2-8d03-3edb-817f-bc8e63621987,"Transport, light commercial truck, gasoline powered, Northeast","Transport, light commercial truck; gasoline powered; Northeast",process
d7ac1ad3-e087-3e08-9a5e-2474048c5ba2,"Transport, single unit truck, long-haul, diesel powered, Hawaii","Transport, single unit truck; long-haul; diesel powered; Hawaii",process
d57fe4e3-0bc9-3121-aeba-dadf92520714,"Transport, combination truck, electricity powered, Central","Transport, combination truck; electricity powered; Central",process
d520d6bf-0b51-37d3-bc17-c7047faace09,"Transport, light commercial truck, diesel powered, South","Transport, light commercial truck; diesel powered; South",process
d4732ba6-12cf-359d-9993-fadd77745716,"Transport, light commercial truck, gasoline powered, West","Transport, light commercial truck; gasoline powered; West",process
d3df2050-8fe8-3b52-a486-fb5b644aaac8,"Transport, single unit truck, long-haul, compressed natural gas powered, Hawaii","Transport, single unit truck; long-haul; compressed natural gas powered; Hawaii",process
d3a056d7-9199-3c1d-9947-c486e03d529c,"Transport, combination truck, short-haul, diesel powered, Hawaii","Transport, combination truck; short-haul; diesel powered; Hawaii",process
d397dd56-dc53-37a1-956b-5da3aaa81a6f,"Transport, single unit truck, gasoline powered","Transport, single unit truck; gasoline powered",process
d3083209-fbff-3424-81ec-936d695e2969,"Transport, single unit truck, long-haul, compressed natural gas powered, Southeast","Transport, single unit truck; long-haul; compressed natural gas powered; Southeast",process
d1fd2cc5-e679-3ff5-9a8f-0eaf378af81b,"Transport, single unit truck, long-haul, electricity powered, Southeast","Transport, single unit truck; long-haul; electricity powered; Southeast",process
d0bcd6e8-2dff-3800-8ea6-6d7eddb5e630,"Transport, combination truck, short-haul, diesel powered, Alaska","Transport, combination truck; short-haul; diesel powered; Alaska",process
ce1e7fde-7309-39c7-af0a-9027a44b6395,"Transport, single unit truck, short-haul, electricity powered, Alaska","Transport, single unit truck; short-haul; electricity powered; Alaska",process
cdbace4b-f0cb-3bbf-99e6-b1291b558413,"Transport, single unit truck, short-haul, diesel powered, South","Transport, single unit truck; short-haul; diesel powered; South",process
cd9dd2d7-a1c8-37c5-9be9-267548867c84,"Transport, combination truck, diesel powered, Southwest","Transport, combination truck; diesel powered; Southwest",process
ccb7034a-24cb-3406-811e-641dba14e84d,"Transport, single unit truck, short-haul, electricity powered, West North Central","Transport, single unit truck; short-haul; electricity powered; West North Central",process
cc8e796a-b812-31fd-b779-f0e9410bd681,"Transport, combination truck, long-haul, diesel powered, West North Central","Transport, combination truck; long-haul; diesel powered; West North Central",process
cb34bcac-bd43-349f-ae02-423c3d1fee2b,"Transport, combination truck, long-haul, compressed natural gas powered, Southwest","Transport, combination truck; long-haul; compressed natural gas powered; Southwest",process
cae11f5d-75bb-35f1-ae97-5dbd2de50fe7,"Transport, single unit truck, compressed natural gas powered","Transport, single unit truck; compressed natural gas powered",process
ca0197e1-3f0c-3656-a030-348f34805139,"Transport, single unit truck, gasoline powered, West","Transport, single unit truck; gasoline powered; West",process
c9b1a717-654b-3e4b-ab68-ab97840b0201,"Transport, combination truck, gasoline powered, Northwest","Transport, combination truck; gasoline powered; Northwest",process
c89719ad-de15-31f9-8519-e7d0a6c62fe3,"Transport, combination truck, compressed natural gas powered, Southeast","Transport, combination truck; compressed natural gas powered; Southeast",process
c8515ede-8a41-3ae9-9b69-7efb716f31ca,"Transport, single unit truck, diesel powered, Northwest","Transport, single unit truck; diesel powered; Northwest",process
c81b7a24-a554-3523-947c-96e8eacf158b,"Transport, single unit truck, diesel powered, East North Central","Transport, single unit truck; diesel powered; East North Central",process
c7029ef8-6c25-3413-9b50-223d7794b393,"Transport, single unit truck, gasoline powered, Hawaii","Transport, single unit truck; gasoline powered; Hawaii",process
c66c6907-1397-325c-a4e3-35a3aee7046a,"Transport, single unit truck, long-haul, electricity powered, West","Transport, single unit truck; long-haul; electricity powered; West",process
c61b85fc-217c-32c1-b313-ba8efb80e378,"Transport, combination truck, long-haul, diesel powered, Central","Transport, combination truck; long-haul; diesel powered; Central",process
c61964bd-2f6a-3aa4-a43c-dc215d3fce87,"Transport, light commercial truck, diesel powered, West North Central","Transport, light commercial truck; diesel powered; West North Central",process
c53fc653-3e95-31b3-a97a-7c7d0c265242,"Transport, light commercial truck, E85 powered, South","Transport, light commercial truck; E85 powered; South",process
c4e79cfb-ac87-39ce-9dbb-7e7b689a9949,"Transport, single unit truck, short-haul, compressed natural gas powered","Transport, single unit truck; short-haul; compressed natural gas powered",process
c4057cae-4e2c-3595-948a-ac60ec19b31d,"Transport, single unit truck, diesel powered, Hawaii","Transport, single unit truck; diesel powered; Hawaii",process
c3ef9869-9821-3051-921c-d747b1060633,"Transport, combination truck, short-haul, compressed natural gas powered, Hawaii","Transport, combination truck; short-haul; compressed natural gas powered; Hawaii",process
c3be0482-cb54-39f8-8638-dd3a4dec68eb,"Transport, single unit truck, long-haul, diesel powered, Northwest","Transport, single unit truck; long-haul; diesel powered; Northwest",process
c3ba0cd2-d36d-396a-8295-bd4c00979cf6,"Transport, single unit truck, long-haul, diesel powered","Transport, single unit truck; long-haul; diesel powered",process
c3880960-a3e7-397c-b9c5-ad3ea69fa101,"Transport, single unit truck, electricity powered, East North Central","Transport, single unit truck; electricity powered; East North Central",process
c365372e-b463-35b8-acee-d2ad71e2ccdd,"Transport, single unit truck, short-haul, diesel powered, Northwest","Transport, single unit truck; short-haul; diesel powered; Northwest",process
c330ff5d-bff8-326f-80f8-a51c78c853ea,"Transport, single unit truck, compressed natural gas powered, Alaska","Transport, single unit truck; compressed natural gas powered; Alaska",process
c2a7ddaa-164e-3a05-b063-221f68080142,"Transport, single unit truck, long-haul, diesel powered, West","Transport, single unit truck; long-haul; diesel powered; West",process
c27d8678-6c60-3c55-a4bf-81093984915a,"Transport, combination truck, long-haul, compressed natural gas powered, Alaska","Transport, combination truck; long-haul; compressed natural gas powered; Alaska",process
c23bad5c-5223-3ec0-a4a7-d96fc86b554f,"Transport, light commercial truck, E85 powered, Southeast","Transport, light commercial truck; E85 powered; Southeast",process
c2142561-f5c2-3311-95d1-25b625576c80,"Transport, combination truck, short-haul, gasoline powered, Southwest","Transport, combination truck; short-haul; gasoline powered; Southwest",process
c1fcb068-310a-34da-9021-f61d875d27de,"Transport, combination truck, long-haul, compressed natural gas powered, Northeast","Transport, combination truck; long-haul; compressed natural gas powered; Northeast",process
c152d641-ddad-3c1b-b2f9-974d08cc8e00,"Transport, combination truck, short-haul, compressed natural gas powered, Central","Transport, combination truck; short-haul; compressed natural gas powered; Central",process
c1053de1-15ad-3ee4-9694-0bd0610a00ed,"Transport, combination truck, long-haul, electricity powered","Transport, combination truck; long-haul; electricity powered",process
c069b1d6-6596-356b-81f9-16f3d65bd6b1,"Transport, combination truck, long-haul, diesel powered, Hawaii","Transport, combination truck; long-haul; diesel powered; Hawaii",process
c013fecd-01c9-3d27-8ab9-b3098574fdb1,"Transport, combination truck, short-haul, compressed natural gas powered, Northeast","Transport, combination truck; short-haul; compressed natural gas powered; Northeast",process
bf6e7378-4e08-3698-a3a7-c9cc90fcbc07,"Transport, light commercial truck, diesel powered","Transport, light commercial truck; diesel powered",process
bed8446c-5d29-3e1a-bbd7-3d9a14721d1c,"Transport, single unit truck, diesel powered, Central","Transport, single unit truck; diesel powered; Central",process
be094940-fb6d-348b-a25b-3fb8ac9b561a,"Transport, light commercial truck, electricity powered, Northwest","Transport, light commercial truck; electricity powered; Northwest",process
bdd2a8a5-6f7a-3884-85ad-ad28e21e5a1a,"Transport, single unit truck, short-haul, compressed natural gas powered, Northwest","Transport, single unit truck; short-haul; compressed natural gas powered; Northwest",process
bdc7eae6-8024-3977-bf48-3051691a0af6,"Transport, combination truck, short-haul, electricity powered","Transport, combination truck; short-haul; electricity powered",process
bd3a7b9b-d08d-34b1-b006-a33a2f76a09c,"Transport, single unit truck, long-haul, compressed natural gas powered, Northeast","Transport, single unit truck; long-haul; compressed natural gas powered; Northeast",process
bd18f612-6ce3-3b2e-bb7d-c346ad6d9d75,"Transport, combination truck, diesel powered, Alaska","Transport, combination truck; diesel powered; Alaska",process
bce059b7-4de7-3505-b692-662149026a0a,"Transport, combination truck, short-haul, gasoline powered, Northeast","Transport, combination truck; short-haul; gasoline powered; Northeast",process
bbd164e5-571d-3b26-be5a-9a479b24b77c,"Transport, combination truck, electricity powered","Transport, combination truck; electricity powered",process
bbcb0128-0ea1-3ef9-9f94-889a523b7c35,"Transport, light commercial truck, diesel powered, Central","Transport, light commercial truck; diesel powered; Central",process
ba914599-c630-31ef-b30a-819a1f179c51,"Transport, combination truck, short-haul, electricity powered, Alaska","Transport, combination truck; short-haul; electricity powered; Alaska",process
ba328bfe-68dd-3d33-a95e-bdcd28252c39,"Transport, single unit truck, short-haul, gasoline powered","Transport, single unit truck; short-haul; gasoline powered",process
b7ccc96d-a8a7-38e5-8c14-70bb9c3d2f34,"Transport, single unit truck, long-haul, electricity powered, Central","Transport, single unit truck; long-haul; electricity powered; Central",process
b797797e-814d-3e4a-867b-90bea0bcdeaa,"Transport, single unit truck, long-haul, compressed natural gas powered, South","Transport, single unit truck; long-haul; compressed natural gas powered; South",process
b60e52eb-01b4-3fd7-ab3f-b3290c2cab06,"Transport, combination truck, short-haul, electricity powered, Southeast","Transport, combination truck; short-haul; electricity powered; Southeast",process
b4db0c58-f16d-319d-b8ee-294e6fcf7745,"Transport, single unit truck, electricity powered, South","Transport, single unit truck; electricity powered; South",process
b3dd9ee8-c149-3e57-ade5-386171b219e7,"Transport, single unit truck, short-haul, compressed natural gas powered, East North Central","Transport, single unit truck; short-haul; compressed natural gas powered; East North Central",process
b3d3db4f-a2a9-3351-ac7d-7f1ebe670ba0,"Transport, single unit truck, long-haul, electricity powered, Northwest","Transport, single unit truck; long-haul; electricity powered; Northwest",process
b2ff31a2-03d4-3a48-9400-2c59592005dc,"Transport, combination truck, electricity powered, South","Transport, combination truck; electricity powered; South",process
b22a873f-a468-34d6-8be1-f4579cb24e2f,"Transport, combination truck, electricity powered, Northwest","Transport, combination truck; electricity powered; Northwest",process
b10f02ba-d8a4-33fc-9ad0-4ec23672f42b,"Transport, combination truck, diesel powered, West North Central","Transport, combination truck; diesel powered; West North Central",process
b024a56f-30d2-32c7-9066-3260d390b442,"Transport, single unit truck, short-haul, gasoline powered, South","Transport, single unit truck; short-haul; gasoline powered; South",process
b01df176-be02-35f9-b035-abd70b10b6e4,"Transport, single unit truck, long-haul, electricity powered, Northeast","Transport, single unit truck; long-haul; electricity powered; Northeast",process
b001e212-e048-37ed-880c-6d19b0f87914,"Transport, light commercial truck, gasoline powered, West North Central","Transport, light commercial truck; gasoline powered; West North Central",process
afa04fc6-fc28-30de-8b2c-6845e0e668bd,"Transport, single unit truck, long-haul, compressed natural gas powered, Northwest","Transport, single unit truck; long-haul; compressed natural gas powered; Northwest",process
aee013f3-6ae5-3c4c-acad-8dc891462326,"Transport, combination truck, compressed natural gas powered","Transport, combination truck; compressed natural gas powered",process
ad7dc241-1359-33bf-af7e-6b8461273e41,"Transport, combination truck, gasoline powered, East North Central","Transport, combination truck; gasoline powered; East North Central",process
ad32b6d8-b721-353b-bbda-9a43e572aa79,"Transport, combination truck, electricity powered, Southwest","Transport, combination truck; electricity powered; Southwest",process
ad18453a-694c-36d9-8acf-fe95a3bc280d,"Transport, single unit truck, long-haul, electricity powered, West North Central","Transport, single unit truck; long-haul; electricity powered; West North Central",process
a88d64a9-8f2c-3821-9b70-57840000db31,"Transport, single unit truck, long-haul, electricity powered, Alaska","Transport, single unit truck; long-haul; electricity powered; Alaska",process
a6ce0158-8065-352d-9a3b-c80fac6acf78,"Transport, combination truck, short-haul, gasoline powered, East North Central","Transport, combination truck; short-haul; gasoline powered; East North Central",process
a685da05-1a42-3fe1-a68b-6db458be5e07,"Transport, combination truck, long-haul, diesel powered","Transport, combination truck; long-haul; diesel powered",process
a58b8442-e2fb-39b4-ab68-ac4bee6f1fcc,"Transport, single unit truck, short-haul, electricity powered","Transport, single unit truck; short-haul; electricity powered",process
a5865467-8794-38cb-975b-6165286aa23f,"Transport, light commercial truck, E85 powered, Southwest","Transport, light commercial truck; E85 powered; Southwest",process
a4f5f3c5-8f82-38e7-b8cf-7b4f3208f5dc,"Transport, combination truck, compressed natural gas powered, Southwest","Transport, combination truck; compressed natural gas powered; Southwest",process
a4ede9e0-443d-3342-8cd3-6c5351afba8b,"Transport, combination truck, long-haul, electricity powered, Northwest","Transport, combination truck; long-haul; electricity powered; Northwest",process
a2d522a3-27aa-371c-be65-41b683497fc3,"Transport, combination truck, short-haul, electricity powered, Northeast","Transport, combination truck; short-haul; electricity powered; Northeast",process
a2b119d4-5dce-3cb6-a013-ad3632c06feb,"Transport, single unit truck, diesel powered, Southeast","Transport, single unit truck; diesel powered; Southeast",process
a17f251a-de94-3933-b3b1-61aef7df590d,"Transport, combination truck, long-haul, diesel powered, Southeast","Transport, combination truck; long-haul; diesel powered; Southeast",process
a17c7651-0fae-330c-bfe8-5f862200f5d2,"Transport, single unit truck, long-haul, diesel powered, Southeast","Transport, single unit truck; long-haul; diesel powered; Southeast",process
a14d95a3-cea2-33a7-ba38-f7c899d7e777,"Transport, single unit truck, long-haul, electricity powered","Transport, single unit truck; long-haul; electricity powered",process
a04b5f07-b650-3f20-9eb3-95b4dc678db0,"Transport, single unit truck, long-haul, electricity powered, South","Transport, single unit truck; long-haul; electricity powered; South",process
a03573cf-b7a1-3a24-bc92-d1eafeffa261,"Transport, single unit truck, compressed natural gas powered, South","Transport, single unit truck; compressed natural gas powered; South",process
9be99f9e-d855-3f70-b879-9cba92fae8ee,"Transport, combination truck, short-haul, diesel powered, Northeast","Transport, combination truck; short-haul; diesel powered; Northeast",process
9b55b8db-4411-3cb7-bb24-1bd47f4d8c1a,"Transport, combination truck, gasoline powered, Northeast","Transport, combination truck; gasoline powered; Northeast",process
9a796145-e4bc-365d-8cfa-b6d15db759d4,"Transport, single unit truck, electricity powered, West","Transport, single unit truck; electricity powered; West",process
9a0c9355-de4f-324b-8c72-bd57a1944514,"Transport, single unit truck, short-haul, gasoline powered, Northeast","Transport, single unit truck; short-haul; gasoline powered; Northeast",process
9875751f-9184-361c-984a-341c293185c3,"Transport, combination truck, long-haul, electricity powered, South","Transport, combination truck; long-haul; electricity powered; South",process
9782f9bc-0739-35dd-974e-4d625fe7b6f7,"Transport, combination truck, short-haul, compressed natural gas powered, South","Transport, combination truck; short-haul; compressed natural gas powered; South",process
976227bd-5a7a-3e8e-9e67-7ce926b428a8,"Transport, single unit truck, short-haul, gasoline powered, Southeast","Transport, single unit truck; short-haul; gasoline powered; Southeast",process
96f5b352-fcf1-37c0-bea1-8600ab1875e1,"Transport, light commercial truck, diesel powered, Southeast","Transport, light commercial truck; diesel powered; Southeast",process
93664230-e60b-39d3-9cfe-d35f207c0447,"Transport, single unit truck, short-haul, electricity powered, East North Central","Transport, single unit truck; short-haul; electricity powered; East North Central",process
935ae747-5a9c-3718-b6a4-df622378456a,"Transport, combination truck, short-haul, electricity powered, West","Transport, combination truck; short-haul; electricity powered; West",process
92a26ffb-b2ee-39e9-b4ee-983c4899e46e,"Transport, single unit truck, compressed natural gas powered, Northwest","Transport, single unit truck; compressed natural gas powered; Northwest",process
921c2e4b-992f-36cb-8433-0fad28e91482,"Transport, combination truck, compressed natural gas powered, Northeast","Transport, combination truck; compressed natural gas powered; Northeast",process
91f05c7b-ade4-3b04-ad3c-4ecce11f3ff4,"Transport, single unit truck, short-haul, gasoline powered, West","Transport, single unit truck; short-haul; gasoline powered; West",process
91bd69fe-faec-3f4a-b96d-4a72d0be1d07,"Transport, single unit truck, short-haul, electricity powered, Southwest","Transport, single unit truck; short-haul; electricity powered; Southwest",process
90e9ed10-ddca-3812-8bde-2a1b1f3fb427,"Transport, combination truck, short-haul, gasoline powered, Alaska","Transport, combination truck; short-haul; gasoline powered; Alaska",process
907b7232-6adc-3e3f-b417-98a5bf5fb49a,"Transport, light commercial truck, gasoline powered, Southwest","Transport, light commercial truck; gasoline powered; Southwest",process
901c5aa4-1578-3198-8828-d14f5ab6ea6b,"Transport, light commercial truck, E85 powered, West North Central","Transport, light commercial truck; E85 powered; West North Central",process
8fbb300d-2908-3dd0-97ce-0ce9eb324c44,"Transport, light commercial truck, gasoline powered, Alaska","Transport, light commercial truck; gasoline powered; Alaska",process
8f8f6e1d-d8d2-3ae9-9003-eca0c148f3ea,"Transport, combination truck, long-haul, electricity powered, Hawaii","Transport, combination truck; long-haul; electricity powered; Hawaii",process
8f44885d-22a9-33ef-ac07-8bf8b2153054,"Transport, combination truck, compressed natural gas powered, Alaska","Transport, combination truck; compressed natural gas powered; Alaska",process
8e21a279-3c3e-3e94-901c-69322d474a1e,"Transport, light commercial truck, gasoline powered, Northwest","Transport, light commercial truck; gasoline powered; Northwest",process
8e075e04-06b4-3bdd-ac09-4c53b6c7e50a,"Transport, single unit truck, short-haul, diesel powered, Alaska","Transport, single unit truck; short-haul; diesel powered; Alaska",process
8d1daa68-bede-347a-86a4-aeca5383906c,"Transport, combination truck, short-haul, diesel powered","Transport, combination truck; short-haul; diesel powered",process
8c8138e7-7529-32c7-9000-f5542d19ef54,"Transport, single unit truck, gasoline powered, Central","Transport, single unit truck; gasoline powered; Central",process
8c5f924d-f2e5-32df-9e19-d2682d2e8208,"Transport, single unit truck, electricity powered, Southeast","Transport, single unit truck; electricity powered; Southeast",process
8c3b113e-9ed2-3a86-af12-130b79da4b9b,"Transport, single unit truck, short-haul, diesel powered, West North Central","Transport, single unit truck; short-haul; diesel powered; West North Central",process
8bc30eb0-0fa6-3cef-8855-d8e975cd915d,"Transport, combination truck, long-haul, diesel powered, South","Transport, combination truck; long-haul; diesel powered; South",process
8ba63664-bb54-3899-8e07-1b55737d5636,"Transport, combination truck, long-haul, diesel powered, West","Transport, combination truck; long-haul; diesel powered; West",process
8b8d5f56-82c0-3254-a22a-a0e0df0090ba,"Transport, single unit truck, short-haul, gasoline powered, Hawaii","Transport, single unit truck; short-haul; gasoline powered; Hawaii",process
8b269338-a4f9-382c-8cd5-0d8dede2f9ef,"Transport, combination truck, electricity powered, Hawaii","Transport, combination truck; electricity powered; Hawaii",process
8a219bfb-4213-3254-9f85-dd32da77d5c3,"Transport, single unit truck, long-haul, gasoline powered, South","Transport, single unit truck; long-haul; gasoline powered; South",process
8a003812-42fc-38bb-8b9d-fb7f48a4418f,"Transport, combination truck, short-haul, gasoline powered, West","Transport, combination truck; short-haul; gasoline powered; West",process
88a9889c-1b38-3735-8598-409e9fe1f36e,"Transport, single unit truck, long-haul, gasoline powered, Central","Transport, single unit truck; long-haul; gasoline powered; Central",process
8711816f-44a2-3f68-beaf-7d946b7d1a18,"Transport, combination truck, short-haul, compressed natural gas powered, West North Central","Transport, combination truck; short-haul; compressed natural gas powered; West North Central",process
85a03eac-6e0a-3c47-8a18-e71b16e913f9,"Transport, light commercial truck, diesel powered, Hawaii","Transport, light commercial truck; diesel powered; Hawaii",process
84aeb815-88d9-3205-862b-ffb3b6b54baa,"Transport, single unit truck, long-haul, diesel powered, South","Transport, single unit truck; long-haul; diesel powered; South",process
839d9d0a-bdea-397a-9886-c3b86ea1ff1a,"Transport, combination truck, short-haul, electricity powered, West North Central","Transport, combination truck; short-haul; electricity powered; West North Central",process
834dde82-05d0-3cfe-aa59-0290d3e955a1,"Transport, combination truck, compressed natural gas powered, Hawaii","Transport, combination truck; compressed natural gas powered; Hawaii",process
